Fecha,Departamento,Municipio,Día,Barrio,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Sexo
05/29/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,SUBA CENTRO E-11,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
05/29/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,BILBAO E-11,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,FEMENINO
05/29/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,URB. PONTEVEDRA I SECTOR E-11,CICLO RUTA,ARMA DE FUEGO,A PIE,BICICLETA,MASCULINO
05/29/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,CONJUNTO RESIDENCIAL LOS PATIOS E-1,RODANDO SOBRE VIA - VIA PUBLICA,ARMA DE FUEGO,BICICLETA,BICICLETA,MASCULINO
05/29/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,SANTA BARBARA E-1,CONJUNTO RESIDENCIAL,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
05/29/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,POTRERILLOS DE SUBA E-11,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,FEMENINO
05/29/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,QUINTA PAREDES E-13,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,MASCULINO
05/30/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,CHICO NORTE I E-2,SOBRE ANDEN - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
05/30/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,LA PORCIUNCULA E-2,UNIVERSIDADES,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
05/30/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,QUINTA CAMACHO E-2,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,FEMENINO
05/31/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,VERBENAL E-1,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,BICICLETA,BICICLETA,MASCULINO
05/31/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,CHAPINERO NORTE E-2,PARQUEADERO,CONTUNDENTES,A PIE,BICICLETA,FEMENINO
05/31/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,FONTIBON CENTRO E-9,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
05/31/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,UNIVERSIDAD NACIONAL E-13,UNIVERSIDADES,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,FEMENINO
05/31/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,ARRAYANES E-4,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
05/31/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,BOSA E-7,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,BICICLETA,MASCULINO
05/31/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,SANTA FE E-14,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
05/31/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,LA GAITANA E-11,CONJUNTO RESIDENCIAL,CONTUNDENTES,A PIE,BICICLETA,FEMENINO
06/01/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,TEUSAQUILLO E-13,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/01/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,GALERIAS E-13,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,BICICLETA,BICICLETA,MASCULINO
06/01/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,PALERMO E-13,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/01/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,LAS MARGARITAS E-8,CICLO RUTA,ARMA DE FUEGO,A PIE,BICICLETA,MASCULINO
06/01/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,LIJACA E-1,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,FEMENINO
06/01/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,BRITALIA E-11,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,BICICLETA,BICICLETA,FEMENINO
06/01/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,BOSA E-7,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/01/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,CHAPINERO NORTE E-2,CONJUNTO RESIDENCIAL,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/02/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,SANTA TERESA E-1,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,MASCULINO
06/03/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,CHAPINERO NORTE E-2,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,FEMENINO
06/03/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,URB. LOS CEDRITOS E-1,VIAS PUBLICAS,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/03/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,NORMANDIA E-10,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,BICICLETA,MASCULINO
06/03/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,CIUDAD KENNEDY SUR   E-8,PARQUES,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/03/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,URB. EL BATAN E-11,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/03/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,MUZU E-16,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/03/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,QUIRIGUA I E-10,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,BICICLETA,MASCULINO
06/04/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,CENTRO E-3,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/04/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,CIUDAD SALITRE E-9,PUENTE PEATONAL,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,BARRIOS UNIDOS E-12,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,URB. SANTA HELENA DE BAVIERA IV E-11,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,FEMENINO
06/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,VILLA DEL MAR E-10,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,FEMENINO
06/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,RAFAEL NUNEZ E-13,UNIVERSIDADES,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,SAN MIGUEL E-12,PARQUEADERO,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,ENTRERIOS E-12,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,BICICLETA,BICICLETA,MASCULINO
06/05/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,EL SALITRE E-13,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/06/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,VALLADOLID      E-8,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,BICICLETA,BICICLETA,FEMENINO
06/06/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,EL DORADO NORTE E-10,PUENTE,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/06/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,LA ALAMEDA E-9,VIAS PUBLICAS,ARMA DE FUEGO,BICICLETA,BICICLETA,MASCULINO
06/06/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,BILBAO E-11,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,BICICLETA,MASCULINO
06/06/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,SANTA LIBRADA E-5,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,BICICLETA,BICICLETA,MASCULINO
06/06/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,CHICO II E-2,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/07/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,SAN ANDRÉS AFIDRO E-11,CONJUNTO RESIDENCIAL,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/07/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,CASTILLA LA NUEVA E-8,CONJUNTO RESIDENCIAL,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/07/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,VERBENAL E-1,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,BICICLETA,MASCULINO
06/07/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,EL AMPARO E-8,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/08/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,CHICO I E-2,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/08/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,PRADO PINZON E-11,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,BICICLETA,BICICLETA,MASCULINO
06/08/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,URB. COMPARTIR E-11,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,FEMENINO
06/08/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,ALAMEDA E-3,VIAS PUBLICAS,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/08/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,CHICO NORTE II E-2,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/09/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,MANDALAY I ETAPA E-8,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/09/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,SANTA TERESA E-11,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,FEMENINO
06/10/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,MULTICENTRO E-1,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,FEMENINO
06/10/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,LAS ACACIAS E-1,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,MASCULINO
06/10/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,EL PLAN E-11,CENTRO COMERCIAL,CONTUNDENTES,A PIE,BICICLETA,FEMENINO
06/10/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,GALERIAS E-13,CENTRO COMERCIAL,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/10/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,URB. CEDRITOS E-1,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/11/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,EL PINAR E-11,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,BICICLETA,BICICLETA,MASCULINO
06/11/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,CHAPINERO NORTE E-2,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,FEMENINO
06/11/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,SAN JOSE E-9,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,MASCULINO
06/11/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,EL AMPARO E-8,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,FEMENINO
06/12/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,CHAPINERO NORTE E-2,PARQUEADERO,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/12/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,CIUDAD KENNEDY CENTRAL E-8,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,CONDUCTOR MOTOCICLETA,BICICLETA,MASCULINO
06/12/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,LA CASTELLANA E-12,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/12/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,NORMANDIA OCCIDENTAL E-10,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,FEMENINO
06/12/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,URB. LOS MOLINOS E-1,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/14/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,LA CASTELLANA E-12,LOCAL COMERCIAL,ARMA DE FUEGO,PASAJERO MOTOCICLETA,BICICLETA,FEMENINO
06/14/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,BACHUE E-10,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/14/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,SANTA BARBARA E-1,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,MASCULINO
06/14/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,VENECIA E-6,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,BICICLETA,MASCULINO
06/14/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,ALCAZARES E-12,PARQUEADERO,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/15/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,CENTRO FONTIBÓN E-9,PARQUEADERO,SIN EMPLEO DE ARMAS,BICICLETA,BICICLETA,MASCULINO
06/15/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,PATIO BONITO I E-8,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,BICICLETA,MASCULINO
06/15/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,SAN FELIPE E-12,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/16/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,BOSQUES DE SUBA E-11,CONJUNTO RESIDENCIAL,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/16/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,CHAPINERO CENTRAL E-2,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/16/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,SAN BERNARDINO AIX E-7,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,BICICLETA,MASCULINO
06/16/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,BOSQUES DE SAN JORGE E-11,VIAS PUBLICAS,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/16/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,EL RESTREPO E-15,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/16/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,RESTREPO E-15,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/16/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,TINTAL    E-8,CICLO RUTA,ARMA DE FUEGO,A PIE,BICICLETA,MASCULINO
06/16/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,QUINTA MUTIS E-12,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/17/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,SUBA CENTRO E-11,VIAS PUBLICAS,CONTUNDENTES,A PIE,BICICLETA,FEMENINO
06/17/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,CHICO I E-2,CASAS DE HABITACION,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/17/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,CHAPINERO CENTRAL E-2,LOCAL COMERCIAL,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/17/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,LAS NIEVES E-3,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/17/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,EL PLAN E-11,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,BICICLETA,MASCULINO
06/17/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,TIBABUYES E-11,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/18/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,SAN PEDRO E-11,VIAS PUBLICAS,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/18/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,TOBERIN ORIENTAL E-1,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/18/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,CHICO NORTE II E-2,VIAS PUBLICAS,ARMA DE FUEGO,BICICLETA,BICICLETA,MASCULINO
06/18/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,GRAN COLOMBIANO E-8,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/18/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,DINDALITO E-8,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/19/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,LA ESMERALDA E-13,PARQUES,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,FEMENINO
06/19/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,GRATAMIRA E-11,CALLEJÓN,SIN EMPLEO DE ARMAS,BICICLETA,BICICLETA,MASCULINO
06/19/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,PARQUE NACIONAL E-3,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/19/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,RICAURTE E-14,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/20/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,SANTA ISABEL E-14,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,CONDUCTOR MOTOCICLETA,BICICLETA,MASCULINO
06/20/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,BOYACA REAL E-10,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/20/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,EL RINCÓN E-11,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/20/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,CHICALA E-7,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,BICICLETA,MASCULINO
06/20/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,LA GAITANA E-11,CASAS DE HABITACION,CONTUNDENTES,A PIE,BICICLETA,FEMENINO
06/20/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,SAN CAYETANO E-11,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/21/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,GALERIAS E-13,TRANSPORTE PÚBLICO,SIN EMPLEO DE ARMAS,PASAJERO BUS,BICICLETA,FEMENINO
06/21/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,LA GAITANA E-11,CASAS DE HABITACION,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/21/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,LA FELICIDAD E-9,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,PASAJERO BUS,BICICLETA,FEMENINO
06/21/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,GALERIAS E-13,TRANSPORTE PÚBLICO,SIN EMPLEO DE ARMAS,PASAJERO BUS,BICICLETA,MASCULINO
06/21/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,URB. SAN CIPRIANO E-11,CONJUNTO RESIDENCIAL,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/21/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,LA CANDELARIA E-17,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
06/22/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,SANTA BARBARA CENTRAL VIII SECTOR E-1,VIAS PUBLICAS,CONTUNDENTES,A PIE,BICICLETA,MASCULINO
06/22/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,EL AMPARO E-8,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,FEMENINO
06/23/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,CENTRO NORTE USAQUÉN E-1,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,MASCULINO
06/23/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,CHICO I E-2,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,BICICLETA,MASCULINO
06/23/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,CIUDAD KENNEDY CENTRAL E-8,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,BICICLETA,BICICLETA,MASCULINO
06/23/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,SAN CRISTOBAL E-1,RODANDO SOBRE VIA - VIA PUBLICA,ARMA DE FUEGO,BICICLETA,BICICLETA,MASCULINO
06/23/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,LOS LAURELES E-7,VIAS PUBLICAS,ARMA DE FUEGO,BICICLETA,BICICLETA,MASCULINO
06/23/2017 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,SAN NICOLÁS URBANIZACIÓN E-11,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,BICICLETA,MASCULINO
