"departamento","arma ","fecha","genero","población"
"VALLE","CONTUNDENTES","7/31/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","8/3/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","8/4/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","8/6/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","8/10/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","8/11/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","8/12/2022","FEMENINO","ADULTOS"
"VALLE","CONTUNDENTES","8/15/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","8/19/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","8/22/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","8/25/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","7/3/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","2/23/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","5/10/2022","FEMENINO","ADULTOS"
"VALLE","CONTUNDENTES","6/18/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","7/15/2022","FEMENINO","ADULTOS"
"VALLE","CONTUNDENTES","3/28/2022","FEMENINO","ADULTOS"
"VALLE","CONTUNDENTES","4/8/2022","FEMENINO","ADULTOS"
"VALLE","CONTUNDENTES","7/10/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","1/8/2022","FEMENINO","ADULTOS"
"VALLE","CONTUNDENTES","1/13/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","2/6/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","2/26/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","2/28/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","3/11/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","3/24/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","4/8/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","4/23/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","5/16/2022","FEMENINO","ADULTOS"
"VALLE","CONTUNDENTES","6/13/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","8/13/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","1/15/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","4/3/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","7/24/2022","FEMENINO","ADULTOS"
"VALLE","CONTUNDENTES","5/11/2022","FEMENINO","ADULTOS"
"VALLE","CONTUNDENTES","4/4/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","6/26/2022","MASCULINO","ADULTOS"
"VALLE","CONTUNDENTES","7/4/2022","FEMENINO","ADULTOS"
"VALLE","CONTUNDENTES","7/5/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","2/27/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","5/21/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","5/15/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","3/18/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","5/4/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","1/6/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","1/14/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","1/21/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","2/19/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","2/21/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","2/28/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","3/19/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","3/30/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","3/31/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","4/14/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","4/21/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","5/9/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","5/19/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","5/22/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","5/31/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","6/12/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","6/13/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","7/11/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","7/13/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","7/14/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","7/17/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","8/8/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","8/11/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","8/12/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","8/13/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","8/17/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","8/18/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","8/24/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","8/26/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","ESCOPOLAMINA","3/25/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","1/3/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","1/5/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","1/6/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","1/7/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","1/15/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","1/26/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","1/27/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","2/4/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","2/7/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","2/8/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","2/15/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","2/21/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","2/22/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","2/27/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","3/4/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","3/5/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","3/11/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","3/12/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","4/1/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","4/3/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","4/19/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","4/23/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","4/26/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","5/3/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","5/14/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","5/21/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","6/1/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","6/4/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","6/11/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","6/26/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","6/28/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","7/2/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","7/11/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","7/18/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","7/23/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","7/24/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","7/29/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","8/1/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","8/4/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","8/6/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","8/6/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","8/10/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","8/12/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","8/13/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","8/21/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","8/25/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","ESCOPOLAMINA","3/26/2022","MASCULINO","ADULTOS"
"TOLIMA","ESCOPOLAMINA","1/8/2022","MASCULINO","ADULTOS"
"TOLIMA","ESCOPOLAMINA","2/15/2022","MASCULINO","ADULTOS"
"TOLIMA","ESCOPOLAMINA","4/28/2022","MASCULINO","ADULTOS"
"TOLIMA","ESCOPOLAMINA","4/29/2022","MASCULINO","ADULTOS"
"TOLIMA","ESCOPOLAMINA","5/26/2022","MASCULINO","ADULTOS"
"TOLIMA","ESCOPOLAMINA","6/3/2022","MASCULINO","ADULTOS"
"TOLIMA","ESCOPOLAMINA","6/15/2022","FEMENINO","ADULTOS"
"TOLIMA","ESCOPOLAMINA","7/30/2022","MASCULINO","ADULTOS"
"VALLE","ESCOPOLAMINA","1/23/2022","FEMENINO","ADULTOS"
"VALLE","ESCOPOLAMINA","2/10/2022","MASCULINO","ADULTOS"
"VALLE","ESCOPOLAMINA","2/27/2022","FEMENINO","ADULTOS"
"VALLE","ESCOPOLAMINA","3/5/2022","MASCULINO","ADULTOS"
"VALLE","ESCOPOLAMINA","6/13/2022","FEMENINO","ADULTOS"
"VALLE","ESCOPOLAMINA","7/1/2022","MASCULINO","ADULTOS"
"VALLE","ESCOPOLAMINA","7/16/2022","MASCULINO","ADULTOS"
"VALLE","ESCOPOLAMINA","7/17/2022","MASCULINO","ADULTOS"
"VALLE","ESCOPOLAMINA","7/28/2022","MASCULINO","ADULTOS"
"VALLE","ESCOPOLAMINA","7/31/2022","MASCULINO","ADULTOS"
"VALLE","ESCOPOLAMINA","8/7/2022","MASCULINO","ADULTOS"
"VALLE","ESCOPOLAMINA","8/29/2022","MASCULINO","ADULTOS"
"VALLE","ESCOPOLAMINA","8/20/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","5/8/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","5/27/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","2/17/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","1/28/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","2/1/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","3/11/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","1/2/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","2/5/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","5/23/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","5/9/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","5/9/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","1/19/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","3/1/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","2/5/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","2/15/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","4/5/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","5/7/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","6/13/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","7/16/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","1/11/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","1/14/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","1/15/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","1/17/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","1/23/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","1/26/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","1/28/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","2/28/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","4/3/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","4/4/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","4/6/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","4/18/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","6/8/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","6/18/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","6/25/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","8/10/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","1/11/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","2/12/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","1/30/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","8/4/2022","FEMENINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","4/15/2022","MASCULINO","ADULTOS"
"ANTIOQUIA","LLAVE MAESTRA","5/22/2022","MASCULINO","ADULTOS"
"CAUCA","LLAVE MAESTRA","7/17/2022","FEMENINO","ADULTOS"
"CAUCA","LLAVE MAESTRA","1/25/2022","FEMENINO","ADULTOS"
"CAUCA","LLAVE MAESTRA","4/23/2022","MASCULINO","ADULTOS"
"CAUCA","LLAVE MAESTRA","5/31/2022","FEMENINO","ADULTOS"
"CAUCA","LLAVE MAESTRA","6/1/2022","MASCULINO","ADULTOS"
"CAUCA","LLAVE MAESTRA","7/2/2022","FEMENINO","ADULTOS"
"CAUCA","LLAVE MAESTRA","7/3/2022","MASCULINO","ADULTOS"
"CAUCA","LLAVE MAESTRA","7/9/2022","MASCULINO","ADULTOS"
"CAUCA","LLAVE MAESTRA","7/14/2022","MASCULINO","ADULTOS"
"CAUCA","LLAVE MAESTRA","4/9/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/2/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/1/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/2/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/3/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/3/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/4/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/4/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/6/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/6/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/7/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/8/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/9/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/10/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/10/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/11/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/12/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/13/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/13/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/17/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/17/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/18/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/19/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/20/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/23/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/25/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/26/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/27/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/28/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","1/29/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/1/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/1/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/2/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/4/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/4/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/7/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/9/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/9/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/11/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/12/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/12/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/13/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/16/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/17/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/20/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/20/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/21/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/21/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/22/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/22/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/24/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/25/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/27/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","2/28/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/3/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/3/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/5/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/5/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/6/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/7/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/8/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/8/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/9/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/10/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/12/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/14/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/14/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/15/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/16/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/16/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/17/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/17/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/19/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/19/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/21/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/21/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/22/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/25/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/25/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/26/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/26/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/27/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/27/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/28/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/28/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","3/30/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/4/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/5/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/7/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/8/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/8/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/9/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/10/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/12/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/13/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/13/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/15/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/16/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/17/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/17/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/19/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/20/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/21/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/22/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/23/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/27/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","4/28/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/1/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/3/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/4/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/6/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/7/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/7/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/13/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/15/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/16/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/17/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/18/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/19/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/20/2022","MASCULINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/21/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/22/2022","FEMENINO","ADULTOS"
"CUNDINAMARCA","LLAVE MAESTRA","5/23/2022","FEMENINO","ADULTOS"
